#
# Copyright (c) 2024 Bitdefender
# SPDX-License-Identifier: Apache-2.0
#

# ADD
ADD             ; Eb,Gb         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x00 /r           ; s:APX_F, t:ARITH, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:ARITH
CMOVO{ND}           ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x40 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CO,   v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNO{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x41 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNO,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVC{ND}           ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x42 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CC,   v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNC{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x43 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNC,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVC{ND}           ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x42 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CC,   v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNC{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x43 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNC,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVZ{ND}           ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x44 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CZ,   v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNZ{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x45 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNZ,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVZ{ND}           ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x44 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CZ,   v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNZ{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x45 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNZ,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVBE{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x46 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CBE,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNBE{ND}         ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x47 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNBE, v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVBE{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x46 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CBE,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNBE{ND}         ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x47 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNBE, v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVS{ND}           ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x48 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CS,   v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNS{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x49 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNS,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVS{ND}           ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x48 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CS,   v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNS{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x49 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNS,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVP{ND}           ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x4A /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CP,   v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNP{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x4B /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNP,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVP{ND}           ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x4A /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CP,   v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNP{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x4B /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNP,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVL{ND}           ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x4C /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CL,   v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNL{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x4D /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNL,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVL{ND}           ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x4C /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CL,   v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNL{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x4D /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNL,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVLE{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x4E /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CLE,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNLE{ND}         ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x4F /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNLE, v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVLE{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x4E /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CLE,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNLE{ND}         ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:1 nd:1 nf:0 0x4F /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNLE, v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE


# CFCMOVCC
CFCMOVO             ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:0 0x40 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CO,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVO             ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x40 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CO,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVO             ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x40 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CO,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVO             ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:0 0x40 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CO,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVO             ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x40 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CO,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVO             ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x40 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CO,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNO            ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:0 0x41 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNO,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNO            ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x41 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNO,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNO            ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x41 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CNO,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNO            ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:0 0x41 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNO,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNO            ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x41 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNO,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNO            ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x41 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CNO,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVC             ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:0 0x42 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CC,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVC             ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x42 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CC,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVC             ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x42 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CC,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVC             ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:0 0x42 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CC,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVC             ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x42 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CC,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVC             ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x42 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CC,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNC            ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:0 0x43 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNC,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNC            ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x43 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNC,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNC            ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x43 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CNC,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNC            ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:0 0x43 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNC,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNC            ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x43 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNC,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNC            ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x43 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CNC,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVZ             ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:0 0x44 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CZ,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVZ             ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x44 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CZ,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVZ             ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x44 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CZ,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVZ             ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:0 0x44 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CZ,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVZ             ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x44 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CZ,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVZ             ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x44 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CZ,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNZ            ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:0 0x45 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNZ,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNZ            ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x45 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNZ,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNZ            ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x45 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CNZ,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNZ            ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:0 0x45 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNZ,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNZ            ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x45 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNZ,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNZ            ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x45 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CNZ,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVBE            ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:0 0x46 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CBE,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVBE            ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x46 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CBE,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVBE            ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x46 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CBE,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVBE            ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:0 0x46 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CBE,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVBE            ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x46 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CBE,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVBE            ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x46 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CBE,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNBE           ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:0 0x47 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNBE, v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNBE           ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x47 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNBE, v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNBE           ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x47 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CNBE, v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNBE           ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:0 0x47 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNBE, v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNBE           ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x47 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNBE, v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNBE           ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x47 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CNBE, v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVS             ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:0 0x48 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CS,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVS             ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x48 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CS,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVS             ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x48 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CS,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVS             ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:0 0x48 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CS,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVS             ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x48 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CS,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVS             ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x48 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CS,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNS            ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:0 0x49 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNS,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNS            ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x49 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNS,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNS            ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x49 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CNS,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNS            ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:0 0x49 /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNS,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNS            ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x49 /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNS,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNS            ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x49 /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CNS,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVP             ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:0 0x4A /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CP,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVP             ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x4A /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CP,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVP             ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x4A /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CP,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVP             ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:0 0x4A /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CP,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVP             ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x4A /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CP,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVP             ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x4A /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CP,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNP            ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:0 0x4B /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNP,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNP            ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x4B /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNP,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNP            ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:1 0x4B /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CNP,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNP            ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:0 0x4B /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNP,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNP            ; Rv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x4B /r:reg        ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CNP,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVNP            ; Mv,Gv       ; Fv          ; evex m:4 l:0 p:1 nd:0 nf:1 0x4B /r:mem        ; s:APX_F, t:APX, c:CFCMOV, w:CW|R|R,  f:CNP,  v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
CFCMOVL             ; Gv,Ev       ; Fv          ; evex m:4 l:0 p:0 nd:0 nf:0 0x4C /r            ; s:APX_F, t:APX, c:CFCMOV, w:W|R|R,   f:CL,   v:legacy, e:APX_EVEX_CFCMOV, a:COND|SCALABLE
